MNIS_id,url,debates
1554,https://hansard.parliament.uk/search/MemberContributions?memberId=1554&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,79
4469,https://hansard.parliament.uk/search/MemberContributions?memberId=4469&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,21
4088,https://hansard.parliament.uk/search/MemberContributions?memberId=4088&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,64
4859,https://hansard.parliament.uk/search/MemberContributions?memberId=4859&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,100
3950,https://hansard.parliament.uk/search/MemberContributions?memberId=3950&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,38
1406,https://hansard.parliament.uk/search/MemberContributions?memberId=1406&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,3
181,https://hansard.parliament.uk/search/MemberContributions?memberId=181&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,33
4391,https://hansard.parliament.uk/search/MemberContributions?memberId=4391&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,48
4122,https://hansard.parliament.uk/search/MemberContributions?memberId=4122&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,89
4698,https://hansard.parliament.uk/search/MemberContributions?memberId=4698&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,93
4854,https://hansard.parliament.uk/search/MemberContributions?memberId=4854&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,71
188,https://hansard.parliament.uk/search/MemberContributions?memberId=188&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,62
1398,https://hansard.parliament.uk/search/MemberContributions?memberId=1398&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,35
1545,https://hansard.parliament.uk/search/MemberContributions?memberId=1545&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,40
4850,https://hansard.parliament.uk/search/MemberContributions?memberId=4850&startDate=2019-12-19&endDate=2021-04-29&type=Spoken&outputType=Group&partial=True,50
